user_input,intent,bot_response,escalation_needed,emotion_tag,follow_up_question,resource_link
I can't focus on studying,exam_anxiety,"Exams can be overwhelming. Remember, you're doing your best and that's what matters.",No,negative,Would you like to talk about your study routine?,https://adaa.org/living-with-anxiety/children/test-anxiety
I feel like giving up,motivation,Sometimes starting with just 5 minutes of work can help build momentum.,No,negative,Would you like to talk about what’s making you feel this way?,https://www.apa.org/topics/motivation
i made a new friend please,positive,That’s great! New friendships can bring joy.,No,positive,,
I can't focus on studying,exam_anxiety,Taking breaks and practicing relaxation techniques might help you focus better.,No,negative,Do you want tips for managing exam stress?,https://adaa.org/living-with-anxiety/children/test-anxiety
I don't have anyone to talk to,loneliness,College can feel isolating sometimes. Have you thought about joining a student club or activity?,No,negative,Do you want to explore ways to meet new people?,https://www.mind.org.uk/information-support/tips-for-everyday-living/student-life/loneliness-at-university
social anxiety,anxiety,You're not alone. Many students feel this way in groups.,No,anxiety,Would you like tips for group interactions?,
I don't have anyone to talk to,loneliness,It takes time to build friendships. You're worthy of meaningful connections.,No,negative,Would you like to share more about how you feel in social situations?,https://www.mind.org.uk/information-support/tips-for-everyday-living/student-life/loneliness-at-university
Exams are stressing me out,exam_anxiety,It's normal to feel anxious before exams. Have you tried breaking your study sessions into smaller chunks?,No,negative,Would you like to talk about your study routine?,https://adaa.org/living-with-anxiety/children/test-anxiety
I feel like giving up,motivation,Remind yourself of your goals and why you started. Even little progress counts.,No,negative,Do you want me to share some motivation tips?,https://www.apa.org/topics/motivation
good night please,greeting,"Good night! Remember, tomorrow is a fresh start.",No,neutral,,
i feel happy please,positive,That’s wonderful! What made you happy today?,No,positive,,
i feel sad please,sadness,I'm here for you. Do you want to share what’s making you sad?,No,negative,,
I don't have anyone to talk to,loneliness,It takes time to build friendships. You're worthy of meaningful connections.,No,negative,Do you want to explore ways to meet new people?,https://www.mind.org.uk/information-support/tips-for-everyday-living/student-life/loneliness-at-university
I don't see the point of studying anymore,motivation,Sometimes starting with just 5 minutes of work can help build momentum.,No,negative,Do you want me to share some motivation tips?,https://www.apa.org/topics/motivation
i get nervous before exams please,anxiety,That’s natural. Would you like some exam relaxation strategies?,No,anxiety,,
i cut myself,emergency,I'm really concerned about you. Please call 988 or reach out to a professional immediately.,Yes,crisis,,https://findahelpline.com
I don't see the point of studying anymore,motivation,Sometimes starting with just 5 minutes of work can help build momentum.,No,negative,Would you like to talk about what’s making you feel this way?,https://www.apa.org/topics/motivation
I'm really anxious about my exams,exam_anxiety,It's normal to feel anxious before exams. Have you tried breaking your study sessions into smaller chunks?,No,negative,Would you like to talk about your study routine?,https://adaa.org/living-with-anxiety/children/test-anxiety
I feel like giving up,motivation,It’s okay to feel unmotivated sometimes. Taking small steps can help you get back on track.,No,negative,Would you like to talk about what’s making you feel this way?,https://www.apa.org/topics/motivation
i procrastinate please,academic stress,Many students do. Breaking work into smaller steps can help.,No,negative,Do you want a quick productivity trick?,
I feel like giving up,motivation,It’s okay to feel unmotivated sometimes. Taking small steps can help you get back on track.,No,negative,Do you want me to share some motivation tips?,https://www.apa.org/topics/motivation
I don't see the point of studying anymore,motivation,Remind yourself of your goals and why you started. Even little progress counts.,No,negative,Would you like to talk about what’s making you feel this way?,https://www.apa.org/topics/motivation
I feel left out in my class,loneliness,College can feel isolating sometimes. Have you thought about joining a student club or activity?,No,negative,Would you like to share more about how you feel in social situations?,https://www.mind.org.uk/information-support/tips-for-everyday-living/student-life/loneliness-at-university
i failed my exam please,academic stress,"I'm sorry about that. Remember, one exam doesn’t define you.",No,negative,Would you like some study tips for next time?,
I don't see the point of studying anymore,motivation,It’s okay to feel unmotivated sometimes. Taking small steps can help you get back on track.,No,negative,Would you like to talk about what’s making you feel this way?,https://www.apa.org/topics/motivation
i failed my exam please,academic stress,"I'm sorry about that. Remember, one exam doesn’t define you.",No,negative,Would you like some study tips for next time?,
i want to die please,emergency,I care about you. Please reach out immediately to a counselor or call 1800-599-0019 in India.,Yes,crisis,,https://findahelpline.com
I can't focus on studying,exam_anxiety,Taking breaks and practicing relaxation techniques might help you focus better.,No,negative,Do you want tips for managing exam stress?,https://adaa.org/living-with-anxiety/children/test-anxiety
Everyone else has friends except me,loneliness,College can feel isolating sometimes. Have you thought about joining a student club or activity?,No,negative,Do you want to explore ways to meet new people?,https://www.mind.org.uk/information-support/tips-for-everyday-living/student-life/loneliness-at-university
i feel stressed please,stress,I'm sorry to hear that. Can you tell me what’s causing stress?,No,negative,"Is it about studies, friends, or family?",
can't focus on studies please,academic stress,That’s common when pressure builds up. Would you like some tips for focus?,No,negative,Do you want to try time management techniques?,
